f_1,f_2,f_3,f_4,f_5,x_1,x_2
-4.903258404048778,-3.225210168518629,-7.466744163223868,3.5971395036664635,0.28773212474148835,0.3670741868056288,0.9377321247414884
-6.1192258579537615,-3.3329119332454535,-5.628704404803671,5.508634865614468,0.32035640949250577,0.9027426687020975,0.9703564094925058
-4.898605428864084,-3.2247556211516226,-7.467909928350076,3.5900001977082825,0.2875558640310246,0.36502441800179863,0.9375558640310246
-4.900964368553851,-3.225637154519647,-7.467320188416211,3.6057569102444065,0.2879440998346926,0.36606359848187225,0.9379440998346926
-4.8940468219565165,-3.2255335948763313,-7.469042207868156,3.605792776597445,0.2879449803204088,0.3630162211262184,0.9379449803204088
-6.124032994746919,-3.335138110633839,-5.592273722456351,5.568366703141841,0.3210558361250262,0.9048603501087749,0.9710558361250262
-4.894174206195144,-3.223281687401045,-7.469010699458031,3.5639344709573377,0.28692766246909984,0.3630723375309002,0.9369073245283974
-4.894044899517594,-3.2242779450164702,-7.469042683324369,3.582417266886063,0.28736800752224756,0.3630153742368251,0.9373680075222476
-6.114389413212477,-3.332133809452591,-5.664265412129475,5.491293544128576,0.3201508305089248,0.9006120763050555,0.9701508305089248
-4.894909985770859,-3.2252975035687244,-7.46882855703548,3.6011413732315942,0.2878306702185571,0.3633964695025808,0.9378306702185571
-4.89397510872438,-3.223309383579106,-7.46905994276899,3.5645021233269913,0.287015370606,0.362984629394,0.9369215326499342
-4.897076661129922,-3.224216058070079,-7.468290729914632,3.5804115139134325,0.28731820654678353,0.3643509520396131,0.9373182065467835
-4.8956561221954695,-3.2243266874392926,-7.46864359319906,3.5828662479919995,0.2873791489184454,0.3637251639627618,0.9373791489184454
-6.131035898695474,-3.33535247606373,-5.537162245921456,5.566860990437475,0.32103836848830225,0.907945329821795,0.9710383684883023
-4.893699661064352,-3.224254216075698,-7.469128039576008,3.5820744922379424,0.2873595000508762,0.36286328681248986,0.9373595000508762
-6.121780186320915,-3.3349675577577704,-5.60948436502089,5.565842945331678,0.3210265534936694,0.9038679234893902,0.9710265534936694
-4.892231559630572,-3.225445000678902,-7.4694903923070886,3.6046549497112013,0.2879170405789294,0.36221654609276277,0.9379170405789294
-6.1293482699270685,-3.334613748524073,-5.550672050345209,5.547099395877968,0.320808337433229,0.9072018810251402,0.970808337433229
-4.9003713250577805,-3.225067925687056,-7.467468696558678,3.5953107721152593,0.28768703139059437,0.36580234584043175,0.9376870313905944
-4.895362014550603,-3.223602450409735,-7.468716532140161,3.569529051343177,0.2870471899475373,0.3635956011236135,0.9370471899475373
-4.894575949091559,-3.2253704836112176,-7.468911279143388,3.602597721370885,0.2878664871194624,0.3632493167804223,0.9378664871194624
-6.122849982159902,-3.3336949108434295,-5.6013421707400175,5.527454444410662,0.32057822058710683,0.9043391991893839,0.9705782205871069
-4.892515605498975,-3.224032215253068,-7.4694203629685605,3.578291067194682,0.28765832356873355,0.36234167643126647,0.937265507083142
-6.123313554627923,-3.3348178237529025,-5.5977967490514855,5.559761299669198,0.3209558926639321,0.9045434161356486,0.9709558926639321
-4.902932754039967,-3.225437057509529,-7.466826084110362,3.6014618282139095,0.28783855345278186,0.3669307286519678,0.9378385534527819
-4.899506452307867,-3.2246223692728364,-7.467684979007024,3.587267504389427,0.2874882419205095,0.3654213446290162,0.9374882419205095
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.897484987979203,-3.225339121121523,-7.468189126634219,3.6011854843619986,0.28783175542777695,0.3645308317089,0.937831755427777
-6.1206346086587535,-3.3352883822146238,-5.618142505579176,5.576532308878408,0.3211504189623996,0.903363263726323,0.9711504189623996
-4.89330610861936,-3.224506437995802,-7.469225273315319,3.5868696336842696,0.2874783891890095,0.36268991569134773,0.9374783891890095
-6.119007990288999,-3.334509534705761,-5.630329509806174,5.555447823872066,0.3209056925894871,0.9026466917572681,0.9709056925894871
-4.8954923013719265,-3.2248229212979935,-7.468684225876674,3.592135059502729,0.2876086325702705,0.3636529961990864,0.9376086325702705
-6.128284079954704,-3.334859130820174,-5.559115489382409,5.555466614821835,0.3209059114276587,0.9067330748699136,0.9709059114276587
-6.119544490569801,-3.3342434328234845,-5.626323677803523,5.547073664552939,0.32080803696621996,0.9028830354933041,0.97080803696622
-6.1258302001369405,-3.3351649455092964,-5.578365719231005,5.5671638000957495,0.3210418820283629,0.9056520705449078,0.971041882028363
-6.128399188889022,-3.333821072869386,-5.558204995189612,5.525023903988402,0.3205496490218167,0.9067837836515513,0.9705496490218167
-6.126716728800998,-3.3348425873845513,-5.5714460537647525,5.556723671426471,0.3209205480485079,0.906042611806607,0.9709205480485079
-4.8921509855704075,-3.2253487120164968,-7.469510250411611,3.6028807674519214,0.2878734454403937,0.36218105091207375,0.9378734454403937
-6.12269836677683,-3.334034123450521,-5.6024994705938145,5.537510755434176,0.32069619876102573,0.904272408271731,0.9706961987610258
-6.1197786966292345,-3.334290587651314,-5.624570721902261,5.5481973409942755,0.3208211559374371,0.9029862099688256,0.9708211559374371
-6.120751063660299,-3.3346310735272553,-5.617265206027061,5.5571029873351145,0.32092496348583754,0.9034145654891181,0.9709249634858376
-4.897495668797232,-3.2242489449891383,-7.468186467897575,3.580903100270276,0.2873304164923085,0.36453553691508,0.9373304164923085
-4.893547771080615,-3.2236933109552415,-7.4691655750777075,3.5717217933558336,0.287203625074619,0.362796374925381,0.9371019089715513
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-6.122104917732191,-3.3353326180640406,-5.607018666622032,5.576214334436732,0.321146740434331,0.9040109769745336,0.971146740434331
-4.894414797316298,-3.2249882112453436,-7.46895116879834,3.5955176696312785,0.28769213504991087,0.3631783248089416,0.9376921350499109
-4.895722629076948,-3.2256473035843207,-7.468627093843992,3.6074395726244033,0.28798539185304617,0.3637544621484351,0.9379853918530462
-4.894385283413717,-3.2259523796251544,-7.46895847302008,3.6135243255838123,0.28813444110661146,0.36316532308974303,0.9381344411066115
-4.895055816846101,-3.226131794229931,-7.468792426576066,3.616691429119143,0.2882118548153624,0.3634607122670046,0.9382118548153624
-4.893266791394973,-3.223767495573891,-7.469234983340862,3.573174348152608,0.28732740467181794,0.3626725953281821,0.9371381260058698
-4.899107146903874,-3.2252440106712648,-7.467784716509362,3.5989508098319716,0.28777675061653263,0.365245439164702,0.9377767506165327
-6.126145012529417,-3.333561425206166,-5.5759129996689385,5.519955537952108,0.32048999754616336,0.9057907544182452,0.9704899975461634
-6.1207524696063835,-3.334070278658468,-5.617254610570873,5.540694874293309,0.3207334749969566,0.9034151848486267,0.9707334749969566
-4.892418759266213,-3.225208923906934,-7.469444243872997,3.600197269555389,0.2878074383196033,0.36229901289260447,0.9378074383196033
-6.123180399824367,-3.3341463979122237,-5.598816190700855,5.540260053009041,0.32072838681480376,0.9044847576318796,0.9707283868148038
-4.894484529653884,-3.2238388369578255,-7.4689339095423755,3.57415188391246,0.287162485381546,0.3632090439003893,0.937162485381546
-4.892612501928021,-3.226068549796923,-7.469396465330543,3.616204214947653,0.28819995319867997,0.36238436208282854,0.93819995319868
-4.8985017429664515,-3.2251485481994178,-7.467935790125298,3.597343831739636,0.2877371607354142,0.3649787413949124,0.9377371607354142
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-6.117311419954583,-3.3331217549143615,-5.642908944598306,5.516795130419615,0.3204527524234345,0.90189930394475,0.9704527524234345
-6.125817389415018,-3.3349439883220158,-5.578465423565952,5.560693591780567,0.3209667335762466,0.9056464270550739,0.9709667335762466
-4.8935151870478375,-3.2240619517105036,-7.469173625943018,3.578560101333923,0.2872721962804974,0.3627820207259193,0.9372721962804974
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-6.124599055845751,-3.3339794578474176,-5.587910350204562,5.533829767706257,0.32065305837548674,0.905109716231608,0.9706530583754868
-4.891224705722257,-3.224956718038981,-7.469738323124809,3.5958361079672585,0.2882270018844687,0.3617729981155313,0.9376999891903609
-4.89203995243555,-3.2251510842944437,-7.469537610458925,3.599226474853425,0.287867862363194,0.362132137636806,0.9377835389910538
-4.89314658991785,-3.2259595977612654,-7.469264664588698,3.6140125186193908,0.2881463814448869,0.3626196431356167,0.9381463814448869
-6.1229237137477845,-3.334660987166646,-5.600778965715772,5.5555938940664795,0.3209073936788851,0.9043716800651032,0.9709073936788851
-6.13031836858384,-3.335332827050026,-5.542924308280462,5.567088654877651,0.3210410101401697,0.9076292372616036,0.9710410101401697
-4.892570901375328,-3.225349414283891,-7.469406725839438,3.6027745386420857,0.28787083405008307,0.36236603584816207,0.9378708340500831
-4.891371167467574,-3.225463832581871,-7.469702287127674,3.605251138688568,0.28816248129181754,0.3618375187081825,0.9379316820507504
-4.8918899401872595,-3.226153592826325,-7.469574566401371,3.6180030092064976,0.28824388061758754,0.3620660529459293,0.9382438806175876
-4.894409674601638,-3.2249269071037516,-7.468952436617871,3.5943775898635595,0.2876640059427613,0.36317606810644837,0.9376640059427613
-6.1233258020489645,-3.334179559793598,-5.597702938718481,5.541068970115343,0.3207378520171944,0.9045488114753146,0.9707378520171944
-4.901557158666948,-3.22578518286201,-7.46717157832639,3.6083530070924956,0.2880077937557284,0.36632473950085825,0.9380077937557284
-4.891529636144284,-3.225594696041644,-7.469663285708967,3.6076501442007496,0.2880926713020778,0.36190732869792225,0.9379905569451803
-4.896397862118671,-3.22570782864607,-7.4684594618354225,3.6083780926674445,0.28800840884338486,0.3640519216381808,0.9380084088433849
-6.12790367841426,-3.335059472276349,-5.562119604371892,5.5617630679714685,0.3209791657312624,0.9065654970987925,0.9709791657312624
-6.122599226917755,-3.334607368106953,-5.603255616718181,5.554380129066983,0.320893256130765,0.904228734325002,0.970893256130765
-6.124548257405544,-3.334513240160539,-5.588302563336835,5.549478613847974,0.3208361091107912,0.9050873380641161,0.9708361091107912
-4.893215629469422,-3.2260286335446846,-7.469247617531848,3.6152849257489112,0.2881774895837764,0.36265005703498737,0.9381774895837764
-4.899327755909635,-3.225217640001639,-7.467729622595529,3.5983965671513642,0.28776309950885703,0.36534262374873755,0.9377630995088571
-4.901042742389204,-3.2250165918557316,-7.4673005499016245,3.5941641781273113,0.2876587387914531,0.3660981244005302,0.9376587387914531
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.895930714145622,-3.2257211953402907,-7.468575457745083,3.6087609414253867,0.2880177952443139,0.3638461295795689,0.938017795244314
-4.893769367471463,-3.2251272948066325,-7.46911080993174,3.5982920461688206,0.2877605247419045,0.36289399448082066,0.9377605247419045
-6.120465857492481,-3.3340343389608336,-5.619412630658821,5.539958136539088,0.32072485343915347,0.903288924005498,0.9707248534391535
-4.8938553625165,-3.224284368995867,-7.469089551038795,3.5825900988366284,0.2873722965965734,0.36293187776057234,0.9373722965965734
-4.896408726532693,-3.225674092016242,-7.468456762917633,3.6077446524047643,0.287992874964732,0.364056707723653,0.937992874964732
-4.896077477225647,-3.2236428404707773,-7.468539026483937,3.5700745047420215,0.28706080677320334,0.36391078291878676,0.9370608067732034
-4.8950457913914684,-3.225113871425991,-7.468794910755381,3.597679444658989,0.2877454314168634,0.36345629576716676,0.9377454314168634
-4.896059381522273,-3.225011372326674,-7.468543518956036,3.5954822311065957,0.28769126090243524,0.3639028112432919,0.9376912609024353
-4.899114049624822,-3.22534141388587,-7.467782993000541,3.600764888698958,0.28782140715015414,0.36524848001093496,0.9378214071501542
-4.8933289040652035,-3.2239100291108955,-7.469219643281703,3.575796822512432,0.2873000422620249,0.36269995773797514,0.9372034507518999
-6.120827523950279,-3.334061063844485,-5.6166888515941915,5.540343793516744,0.32072936678263564,0.9034482484362458,0.9707293667826357
-4.893901454485952,-3.2239904040802974,-7.469078155196294,3.577124647216709,0.28723649578135846,0.36295218259292994,0.9372364957813585
-4.893305915507252,-3.225944100572153,-7.469225321009237,3.613677113873738,0.28813817832835753,0.36268983061993465,0.9381381783283576
-6.248497777647824,-2.889258242698304,-4.008663790719608,0.01091184274531587,0.3318196148557423,0.9596906509461779,0.3181803851442577
-6.123578393823577,-3.3341190417305353,-5.5957665584852005,5.539024333649431,0.3207139228385836,0.9046600853848351,0.9707139228385836
-6.124328979040178,-3.3345969161859443,-5.58999414792043,5.552169436213339,0.3208674926146492,0.9049907396652765,0.9708674926146492
-4.893667759955688,-3.223955329086447,-7.469135923962067,3.576540578275539,0.287221962823478,0.36284923346065573,0.937221962823478
-6.124423039448784,-3.3346122369933293,-5.589268824894576,5.552514229022997,0.32087151204217224,0.9050321759686273,0.9708715120421723
-6.124331649657586,-3.334284913844429,-5.589973560126227,5.543041012094953,0.3207609167805342,0.9049919161487164,0.9707609167805342
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.896154277995344,-3.2259381938405776,-7.4685199580846575,3.6127545277455315,0.2881156077243274,0.36394461585697985,0.9381156077243274
-6.118923989505134,-3.3330703499201935,-5.630955490723205,5.513559797413526,0.32041458515793597,0.9026096870066671,0.970414585157936
-6.125282910739724,-3.3346133894623775,-5.582617933726073,5.5515985981594325,0.32086083708886537,0.9054109738941511,0.9708608370888654
-4.891569045183425,-3.225849896321325,-7.469653584771722,3.6124096021067347,0.28810716681392434,0.36192468950811657,0.9381071668139244
-4.902551484610707,-3.2251317678529245,-7.466921933058056,3.5958800761870933,0.2877010735555863,0.366762768550972,0.9377010735555863
-4.894550449341364,-3.2248302662269674,-7.468917591863206,3.5925388263175826,0.28761860679513096,0.3632380834102923,0.937618606795131
-4.8936773711034,-3.2239600753548734,-7.469133548608564,3.576625822943263,0.287224084151117,0.3628534674464315,0.937224084151117
-6.120543883091212,-3.333514775569303,-5.6188255297569984,5.5247248115601355,0.32054613158298306,0.9033232965159527,0.9705461315829831
-4.90160993947436,-3.2253883720911896,-7.4671583383681215,3.600930408383821,0.2878254798150096,0.36634799095786785,0.9378254798150096
-4.8966192129867645,-3.224610264435774,-7.468404463377682,3.587860854083006,0.2875029320307769,0.36414943303381697,0.937502932030777
-6.121127167835915,-3.3338267883643766,-5.614427469169831,5.5331799456956015,0.3206454373222686,0.9035802501479802,0.9706454373222686
-4.902509440813114,-3.2251943552403595,-7.466932498428113,3.597057921420449,0.2877301138821411,0.3667442470542354,0.9377301138821411
-6.122792832959972,-3.3351316089713956,-5.60177852863573,5.569545526477048,0.32106950570615167,0.9043140233303837,0.9710695057061517
-6.122003895753864,-3.3343770175791705,-5.607786273203969,5.548291253971348,0.3208222521623695,0.9039664739003805,0.9708222521623695
-6.122577575862717,-3.3350758963675116,-5.603420687518766,5.568146262520417,0.32105327933645844,0.9042191964152938,0.9710532793364585
-6.121868496846352,-3.335002618459078,-5.608814320897496,5.566775212609496,0.32103737313537983,0.9039068268045602,0.9710373731353799
-4.895465499541515,-3.2252819143160916,-7.468690872375822,3.6006927478009025,0.28781963200222016,0.36364118922533717,0.9378196320022202
-6.127037008929424,-3.334472397694461,-5.568936462187326,5.545533349355081,0.3207900460671067,0.9061837043741952,0.9707900460671067
-6.126145802892736,-3.335002120396422,-5.575906835681016,5.5620345168921475,0.3209823205225273,0.9057911025959186,0.9709823205225273
-4.89602459414585,-3.2250227006501095,-7.468552154903771,3.5957030847860043,0.2876967083740749,0.36388748640786306,0.9376967083740749
-6.124659141965462,-3.334688744991555,-5.587446263146115,5.554494093607619,0.32089458378629443,0.9051361858878686,0.9708945837862945
-4.89545776353161,-3.2232472204771425,-7.468692790741573,3.562936666544413,0.28688234069920737,0.363637781291458,0.9368823406992074
-4.900311500739795,-3.2250857716486516,-7.467483668398258,3.5956601245709487,0.2876956487817337,0.3657759915153278,0.9376956487817337
-4.892199116692607,-3.2258574142130056,-7.4694983884838955,3.6123707465478345,0.2881062158684886,0.3622022540496066,0.9381062158684886
-4.89379824530108,-3.2250766735861993,-7.46910367140758,3.5973405364498916,0.28773707952149685,0.3629067159916652,0.9377370795214969
-4.894122507609711,-3.226193300236985,-7.469023487980431,3.6181097807133558,0.2882464868790906,0.3630495628236612,0.9382464868790906
-6.131042241234779,-3.335158057840126,-5.537111192739671,5.561148207633467,0.3209720187883006,0.907948123891973,0.9709720187883006
-6.121061179069292,-3.3335207631425225,-5.614925846737453,5.524336066337458,0.3205415592897357,0.9035511802067363,0.9705415592897357
-4.893228192050873,-3.2242250236737764,-7.469244515375539,3.581666039779498,0.28734936071601014,0.3626555912118382,0.9373493607160102
-6.127401507904214,-3.334498310560074,-5.566074097575047,5.545887006455634,0.3207941775690071,0.9063442766097853,0.9707941775690071
-6.126244400275742,-3.333833550181711,-5.57513763668975,5.527766241266667,0.32058188422120937,0.9058345375664061,0.9705818842212094
-4.89228278840206,-3.2260043156614273,-7.469477765011527,3.615095693492366,0.28817286434518496,0.36223911383350643,0.938172864345185
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-6.121504915903829,-3.335093069958098,-5.611570544029748,5.569832159629695,0.32107282871597953,0.9037466589884707,0.9710728287159796
-4.899310141775111,-3.225649103038132,-7.467734022310212,3.606451385745718,0.2879611459586202,0.3653348642181101,0.9379611459586202
-6.033769271999726,-3.1501082373824802,-6.131593613718978,2.1258295715732007,0.23255340457448292,0.8650965955945931,0.882553404574483
-4.8919581176896,-3.225621869772268,-7.469557771973865,3.6080359299077793,0.28800001854054347,0.3620960870879295,0.9380000185405435
-4.751,-3.321775287689276,-7.500000000000001,6.016975589025329,0.35000000000000003,0.3,0.9759121700913705
-6.126322018082478,-3.3353036097719864,-5.574531765992701,5.570691044027175,0.32108278416299174,0.9058687304328092,0.9710827841629918
-6.12384854780286,-3.3349327649545346,-5.593692101798714,5.562542350707317,0.3209882218567349,0.9047790959483965,0.970988221856735
-4.894192235982967,-3.225871156379953,-7.469006239191561,3.6120598892086235,0.2880986073734423,0.3630802801687079,0.9380986073734423
-6.12588316482754,-3.3342103187605274,-5.577953414503082,5.539152129215408,0.32071541893837985,0.9056754030077269,0.9707154189383799
-4.897322756855969,-3.2244270204755163,-7.4682295036676205,3.584257302198232,0.28741365289462084,0.36445936425373077,0.9374136528946209
-6.11765221065529,-3.332781785242857,-5.6403927991899945,5.506558035563559,0.3203318493661378,0.9020494320067358,0.9703318493661378
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.892342650973014,-3.224555116561923,-7.469463008042481,3.5880470403002027,0.2877345149898615,0.3622654850101385,0.9375075407786166
-6.125528207828456,-3.3345488134464905,-5.580713916262958,5.5494376712612095,0.320835631382431,0.9055190342856633,0.970835631382431
-4.891506865702757,-3.2254930311744725,-7.469668890557583,3.6057577509489116,0.28810270233358737,0.36189729766641265,0.9379441204733766
-5.745160813968805,-3.0465110564884146,-6.908252060748946,1.1434917692135245,0.14599999629735816,0.7379563057131295,0.7959999962973582
-4.8957704778739854,-3.223641713893119,-7.468615222002175,3.570140236786165,0.2870624474885133,0.3637755409136497,0.9370624474885133
-6.124316652975139,-3.3349645204375302,-5.590089165037537,5.562956929394747,0.3209930388024482,0.9049853096806779,0.9709930388024482
-6.045316693448521,-3.3096560569301676,-6.0764619272408,4.943507082948511,0.313008202176028,0.8701835653958243,0.963008202176028
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-5.6730030013541155,-3.045278926257112,-7.009308133409689,1.1463319956336226,0.14638645943826167,0.7061687230634868,0.7963864594382617
-6.12091274756637,-3.334552134459421,-5.616046112184256,5.554613089780178,0.32089597000744063,0.9034857918794581,0.9708959700074407
-4.891880787697615,-3.2248468148630756,-7.4695768208054405,3.5936037219430332,0.2879379789878349,0.3620620210121651,0.9376449038481017
-6.119621423143569,-3.334634641788077,-5.62574814691485,5.558443977428317,0.32094056903757584,0.902916926494964,0.9709405690375759
-4.898731347901718,-3.2247073921246314,-7.4678785143148145,3.589067684476663,0.2875327981199245,0.36507988894348803,0.9375327981199245
-4.8946866582794994,-3.2234794864951763,-7.46888386845865,3.5674454095663926,0.28699514139924587,0.36329808734779695,0.9369951413992459
-4.896011933953898,-3.2239516849109218,-7.468555297649514,3.575811105669316,0.28720380632011366,0.36388190923079206,0.9372038063201137
-4.892460238547731,-3.2259502435406224,-7.4694340162045885,3.614033106463687,0.28814688492779916,0.362317285703846,0.9381468849277992
-6.118243276005352,-3.3338027569148982,-5.63601609826471,5.535616920342391,0.3206740097666412,0.9023098132182161,0.9706740097666412
-6.0397746407028325,-3.138877799589302,-6.103322551229388,1.9898220877248725,0.22438929770616722,0.867742132468208,0.8743892977061672
-4.8932251850125095,-3.2259028888636987,-7.469245257928884,3.612929063551661,0.2881198783948812,0.3626542665253346,0.9381198783948812
-4.893381614786747,-3.224692782629005,-7.469206623829671,3.590312411794211,0.2875635844728882,0.36272317832015244,0.9375635844728882
-4.90431314533045,-3.22565142819423,-7.466478487284239,3.6050688753088904,0.28792720637640956,0.36753883054204856,0.9379272063764096
-6.126777683162471,-3.3348723189338854,-5.570968836517382,5.557527333845373,0.320929902470245,0.906069463948225,0.970929902470245
-4.898276602874544,-3.2248983535932636,-7.467991928172478,3.59274882409297,0.28762379361497525,0.3648795607376846,0.9376237936149753
-4.90163123343993,-3.2256494277244854,-7.467152996448608,3.6057960463506085,0.28794506058908853,0.3663573715594402,0.9379450605890886
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.89559610846458,-3.224473213286437,-7.468658479930374,3.5856040757982317,0.287447037196949,0.3636987261958501,0.937447037196949
-4.890914823214628,-3.22571748597881,-7.469814535039604,3.6101198278164137,0.28836351400236676,0.36163648599763326,0.9380510979545069
-6.038818533711733,-3.2993003107191514,-6.107880746758898,4.689959610453541,0.3092118019178388,0.8673209399611155,0.9592118019178388
-4.898583729162674,-3.2254613672890073,-7.467915341198339,3.603153486980088,0.2878801490310219,0.3650148586619707,0.9378801490310219
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.899277195358087,-3.225673873160903,-7.467742251380433,3.606923420585302,0.2879727290689562,0.3653203503780115,0.9379727290689562
-6.125418597892879,-3.3344681652951778,-5.58156508720037,5.547199601217627,0.3208095075165093,0.9054707479704311,0.9708095075165093
-6.34,-3.444871794871795,-0.32111111111111956,9.706666666666656,0.35,1.0,1.0
-4.896421109572376,-3.2250037985425557,-7.4684536866784175,3.595238497622744,0.28768524843855625,0.3640621628072142,0.9376852484385563
-4.901846223342765,-3.225182577101533,-7.4670990509503055,3.597027098612264,0.28772935413409095,0.3664520807677377,0.937729354134091
